distance,weather,congestion_level,previous_delay,train_type,delay_minutes
1559.8,fog,High,40.72,passenger,37.93
679.0,fog,Low,7.8,freight,22.18
1462.0,clear,Medium,12.56,passenger,25.32
411.7,fog,Medium,5.22,passenger,17.1
1932.9,clear,Low,1.68,passenger,13.83
1011.4,clear,High,9.51,express,14.03
1777.1,storm,Low,7.36,freight,38.31
325.2,rain,Low,5.47,passenger,15.82
1526.1,clear,High,12.06,passenger,18.84
814.8,storm,Low,12.53,passenger,20.72
754.0,rain,Low,7.87,freight,17.69
1476.9,clear,Low,24.59,freight,19.43
1096.6,fog,High,20.7,passenger,30.32
1862.0,clear,Medium,10.87,freight,18.75
165.0,rain,Medium,13.46,express,12.27
32.4,clear,High,1.96,passenger,13.8
375.0,rain,Low,1.12,freight,13.41
1432.2,clear,Medium,19.15,freight,20.74
908.6,clear,High,5.16,freight,22.04
1436.1,fog,High,32.93,freight,46.57
1908.7,fog,Medium,1.3,passenger,18.3
992.9,rain,High,17.53,passenger,37.17
1420.7,clear,Low,3.2,passenger,10.66
255.9,storm,Low,1.14,freight,27.4
1619.8,clear,Low,14.06,freight,16.0
413.7,clear,Low,21.48,freight,16.92
1912.9,rain,Medium,10.88,express,14.2
1796.5,rain,Low,4.65,passenger,13.61
1533.3,storm,Low,0.67,express,14.82
479.7,rain,High,3.75,express,22.5
1782.3,clear,Medium,0.32,freight,17.97
1394.4,rain,Medium,2.53,freight,24.34
1228.8,rain,Medium,4.28,express,13.36
248.0,storm,Low,4.19,express,10.77
1510.5,rain,Low,7.47,freight,25.18
1691.2,rain,Medium,2.92,freight,23.48
1180.7,clear,Low,12.38,express,10.77
488.2,rain,High,17.76,freight,30.77
238.9,fog,Medium,2.36,passenger,17.65
1460.0,fog,Low,9.65,freight,22.27
195.5,fog,Low,4.71,express,10.77
1412.0,clear,Medium,16.87,express,15.92
1351.9,fog,Low,52.61,freight,37.08
16.6,clear,Low,0.67,freight,9.22
1016.8,clear,High,5.71,express,13.16
1061.4,clear,Medium,2.24,express,8.23
995.3,rain,Low,3.13,freight,16.22
411.6,clear,Low,8.45,passenger,10.78
270.1,fog,High,9.37,express,21.72
1296.8,clear,Low,11.03,express,9.56
1404.2,fog,Low,2.97,passenger,15.27
847.7,clear,Low,0.76,freight,12.82
83.6,rain,High,7.9,express,11.95
1719.6,clear,Medium,7.61,passenger,13.24
414.9,rain,Low,3.1,freight,16.06
396.3,clear,High,4.55,passenger,14.08
964.6,rain,Medium,0.52,freight,20.64
1882.9,clear,Low,8.01,passenger,13.82
538.2,clear,High,7.58,passenger,25.66
640.7,clear,High,17.8,passenger,25.16
908.0,clear,Low,1.07,express,5.23
1368.9,clear,Medium,32.84,passenger,20.76
1720.3,storm,Medium,0.15,freight,49.21
218.3,rain,Medium,21.8,freight,27.54
1412.9,clear,Low,2.66,passenger,11.04
1939.4,clear,Medium,15.6,express,12.97
1471.4,fog,Medium,5.43,express,18.35
625.9,fog,Medium,5.73,freight,26.97
260.3,clear,Medium,0.32,freight,14.48
316.6,rain,Medium,5.92,freight,23.43
423.3,clear,Low,26.88,freight,17.97
670.1,clear,Low,9.94,passenger,10.88
1852.9,fog,Medium,18.45,express,18.54
80.1,rain,High,12.32,freight,29.78
1503.0,clear,Low,11.47,passenger,14.35
416.7,clear,Low,6.34,express,14.41
624.6,fog,Low,16.56,passenger,26.08
678.3,rain,High,12.1,express,16.48
240.4,clear,Medium,0.42,freight,15.75
1092.9,storm,Low,59.08,freight,44.01
1839.5,clear,Low,7.12,express,13.48
1835.8,clear,Low,10.1,express,10.36
1173.7,storm,Low,24.19,passenger,26.31
1446.7,clear,High,29.52,express,18.89
1210.3,clear,High,18.12,express,18.75
698.2,clear,High,31.41,express,22.03
449.6,clear,High,5.56,passenger,15.06
1904.9,clear,High,9.1,express,13.68
153.2,storm,Low,8.93,express,13.0
716.0,storm,Medium,12.97,passenger,29.28
82.0,fog,Medium,8.91,freight,32.51
666.0,clear,High,17.92,freight,23.1
1191.0,clear,Medium,1.4,passenger,11.98
38.7,clear,High,2.33,passenger,13.56
67.5,rain,Low,1.03,freight,24.96
378.1,clear,High,4.39,passenger,14.87
1974.8,storm,Medium,3.13,express,18.87
203.3,storm,Medium,12.46,passenger,25.2
320.1,rain,Medium,1.89,passenger,12.14
1845.1,rain,Medium,20.71,freight,29.65
1741.5,rain,Medium,5.1,express,19.01
1041.8,clear,Medium,1.26,passenger,14.52
695.2,clear,Low,22.79,freight,19.4
793.4,clear,Low,6.62,express,6.68
176.6,clear,High,19.68,express,15.01
900.1,clear,High,45.95,passenger,27.33
549.4,clear,High,2.08,freight,18.47
166.6,rain,Low,4.48,express,10.63
287.8,clear,Medium,2.01,passenger,9.0
1601.1,fog,Low,24.77,express,18.7
1745.3,fog,Medium,9.22,express,23.97
737.2,storm,Low,13.71,express,15.47
1537.1,clear,Medium,1.55,passenger,11.49
1748.3,clear,Low,30.55,freight,20.76
1678.9,storm,Medium,6.49,passenger,26.64
139.2,clear,High,13.55,express,11.16
556.1,clear,Medium,37.88,express,17.54
1420.5,storm,Medium,10.03,express,19.38
691.9,fog,Medium,12.27,passenger,21.46
1124.8,storm,Medium,7.7,express,20.22
1815.6,clear,Low,6.4,passenger,15.64
17.4,clear,High,2.25,express,13.65
1911.0,storm,High,18.13,passenger,39.75
1049.3,rain,Low,9.86,freight,19.05
1919.2,storm,Medium,7.96,passenger,28.27
1120.4,rain,High,5.83,express,14.21
1108.0,clear,Medium,1.08,express,11.04
1515.3,rain,Medium,12.2,freight,24.9
1453.1,clear,Medium,8.38,passenger,13.99
422.2,rain,Medium,9.63,passenger,19.93
1584.4,clear,Low,3.79,freight,13.76
678.4,storm,High,12.89,passenger,37.22
1495.8,clear,Medium,1.97,express,12.73
378.7,fog,High,22.2,express,24.79
1419.5,rain,Low,35.61,express,23.93
1019.9,clear,Low,2.36,express,6.61
375.1,clear,Low,13.9,freight,15.35
1114.0,rain,Medium,29.55,express,25.36
213.4,clear,Low,5.73,express,8.14
782.3,clear,High,21.74,freight,25.38
1324.2,storm,Low,6.4,freight,28.7
494.9,storm,High,0.04,passenger,40.77
1792.9,storm,Low,13.74,express,22.12
1475.4,clear,Low,8.04,passenger,13.39
135.1,fog,Low,20.63,freight,24.88
984.3,rain,High,0.9,express,23.79
1561.6,storm,High,3.38,freight,53.19
196.9,rain,Low,7.63,express,14.96
447.2,fog,Medium,4.2,passenger,24.9
647.4,fog,Medium,3.04,express,13.86
727.7,rain,High,1.96,freight,28.7
44.3,rain,Medium,0.18,express,6.74
797.8,clear,Medium,9.69,freight,17.43
1023.4,clear,Medium,0.59,express,6.89
659.6,fog,Low,6.89,passenger,15.69
524.5,storm,Medium,3.23,passenger,29.56
296.6,rain,High,11.49,express,14.22
1552.2,clear,Low,9.26,freight,19.06
1483.3,clear,High,18.24,express,16.54
1713.1,clear,High,4.23,freight,24.9
458.9,clear,Low,22.63,express,20.42
1115.6,rain,Medium,7.85,freight,23.38
1327.0,rain,Medium,10.61,express,14.07
946.9,clear,Low,7.48,express,8.15
1144.5,clear,High,10.61,passenger,21.23
820.3,clear,Low,6.21,passenger,11.17
173.8,fog,Medium,7.31,passenger,21.07
1717.6,rain,Medium,14.13,passenger,22.2
1322.2,clear,Medium,8.87,express,13.98
586.9,rain,Medium,7.86,freight,21.82
216.9,storm,Medium,21.71,passenger,29.56
1493.5,clear,Low,10.5,passenger,16.82
814.9,rain,Medium,27.04,freight,27.57
626.3,fog,High,12.53,passenger,25.21
1163.6,clear,Medium,6.52,express,9.2
848.4,clear,Low,12.95,freight,21.15
1227.0,clear,High,12.44,passenger,16.92
1955.6,rain,Low,40.09,express,24.16
357.5,clear,High,5.49,freight,18.78
1946.3,clear,High,13.64,express,20.55
1356.7,clear,Medium,3.3,freight,16.85
588.9,rain,Medium,2.29,passenger,17.36
1821.7,rain,Low,4.78,express,10.51
1379.7,clear,Medium,5.25,express,9.88
204.0,clear,Low,18.12,express,12.57
1952.1,clear,High,5.68,passenger,15.67
1780.2,clear,High,8.03,passenger,19.0
1654.0,rain,Low,16.54,express,13.56
1648.1,clear,Low,0.85,passenger,11.32
734.0,storm,High,14.26,freight,56.62
278.6,clear,Medium,0.02,express,8.52
1373.0,clear,Low,7.46,freight,19.07
1333.8,rain,High,11.33,freight,30.67
410.6,fog,Low,0.71,express,7.58
1013.6,clear,Medium,26.95,freight,23.06
1018.7,storm,Low,11.22,passenger,20.45
1524.3,clear,Medium,16.13,express,16.16
930.4,clear,Low,8.8,freight,15.32
1558.8,clear,Medium,5.08,passenger,12.29
948.1,rain,Low,17.99,freight,26.51
1540.3,clear,High,5.2,passenger,27.74
38.7,clear,Low,35.05,express,14.51
1947.4,rain,Medium,1.37,express,13.95
335.5,rain,Medium,0.41,freight,18.17
255.7,clear,Low,0.77,passenger,10.03
1362.3,clear,High,15.63,express,14.89
996.0,fog,High,6.65,freight,45.26
772.3,fog,Medium,42.66,express,30.83
1191.9,storm,Low,5.56,passenger,20.89
59.7,clear,High,1.36,express,8.35
839.6,fog,Low,14.36,passenger,16.63
1986.6,storm,Low,10.49,passenger,28.54
1432.1,rain,Medium,11.43,passenger,24.18
904.1,clear,Low,28.56,freight,19.27
1019.6,rain,Low,5.43,freight,18.51
1989.7,rain,Medium,7.51,passenger,21.27
1751.6,storm,Low,15.74,freight,35.21
772.1,storm,High,5.95,passenger,35.72
1402.7,fog,Medium,7.73,freight,27.84
1275.0,fog,Medium,4.43,freight,26.41
277.0,clear,High,18.68,freight,23.08
1831.7,fog,Low,9.82,express,13.96
364.6,clear,Low,7.07,express,11.83
538.6,clear,Medium,4.2,freight,14.33
473.1,clear,Low,2.32,passenger,7.05
1452.3,rain,Low,7.59,express,10.15
116.3,clear,Medium,30.88,freight,24.3
106.4,clear,Medium,2.28,express,10.41
598.4,fog,Medium,0.53,express,13.79
1146.3,fog,High,5.69,freight,42.31
791.0,rain,Medium,2.3,express,13.46
64.7,fog,Low,4.42,express,8.26
218.5,rain,Medium,45.37,express,20.8
254.6,rain,Medium,2.2,express,15.07
112.7,rain,Medium,12.07,passenger,18.76
597.3,rain,Medium,20.96,express,14.02
81.7,rain,High,0.79,passenger,23.21
166.1,clear,Medium,7.59,freight,14.09
836.8,clear,Low,0.1,freight,9.74
1146.4,clear,Low,2.33,express,6.97
1923.6,clear,Medium,4.53,freight,17.25
1199.4,rain,High,28.78,express,26.77
1387.5,clear,Medium,3.44,freight,23.2
1596.0,clear,High,1.61,passenger,18.94
269.7,clear,Medium,4.23,freight,16.81
877.7,rain,Medium,5.11,freight,20.76
652.2,rain,High,1.83,passenger,24.01
521.6,clear,Low,4.58,freight,12.92
198.2,clear,Low,17.48,passenger,14.52
1229.2,storm,Medium,2.68,express,16.73
907.6,clear,Low,5.28,passenger,9.77
768.8,fog,Medium,4.64,express,15.68
1905.5,clear,High,5.07,freight,23.22
1017.1,clear,Low,1.95,passenger,11.48
923.9,storm,Medium,5.12,freight,43.14
1818.4,clear,Medium,2.68,express,10.86
1883.6,clear,Low,25.87,freight,19.54
384.9,clear,Medium,11.72,express,11.34
485.0,fog,High,17.11,express,20.61
912.3,fog,High,8.69,express,17.0
735.7,clear,Medium,1.04,freight,20.5
60.5,fog,Low,18.01,passenger,25.05
1675.9,rain,Low,5.79,express,11.91
1436.1,storm,Low,16.69,freight,33.65
993.2,clear,Low,5.4,passenger,8.93
1183.4,clear,Low,0.29,express,7.69
415.0,fog,Medium,13.77,passenger,20.96
1135.8,rain,Low,4.96,express,13.39
522.3,clear,Low,22.53,freight,19.6
1845.1,rain,Low,3.86,express,11.08
442.2,clear,Low,0.33,freight,12.71
694.0,clear,Medium,4.66,passenger,12.26
1431.4,rain,Medium,2.77,passenger,15.82
512.1,clear,Low,5.73,express,6.32
1745.9,clear,Medium,42.26,express,26.59
564.6,fog,Low,0.47,freight,20.44
1664.2,clear,Medium,7.57,passenger,12.72
1894.9,rain,High,0.14,freight,28.94
368.3,clear,Medium,22.64,freight,20.45
969.3,clear,Medium,23.44,express,22.35
290.6,clear,Medium,26.62,freight,21.77
259.8,clear,Medium,1.53,passenger,8.15
136.4,clear,Low,11.05,passenger,12.07
1470.5,clear,Low,0.82,express,6.4
558.2,clear,High,4.03,passenger,13.11
774.3,storm,Medium,5.78,express,29.6
843.7,clear,Medium,0.88,passenger,18.92
1090.3,rain,Low,6.37,passenger,11.83
769.5,fog,Low,2.25,freight,28.41
1712.5,fog,Low,0.02,express,12.37
1293.3,clear,High,0.96,express,10.38
341.3,fog,Low,4.99,passenger,13.31
423.6,clear,High,1.3,freight,17.67
806.2,clear,High,10.92,passenger,25.34
956.5,rain,High,0.33,passenger,18.64
923.5,rain,Medium,11.05,express,15.45
1603.8,storm,Low,12.78,passenger,28.1
777.2,fog,High,5.39,express,16.82
1596.3,clear,Low,22.62,passenger,17.83
139.3,rain,Medium,13.72,express,19.31
153.4,fog,Low,1.38,freight,21.35
1748.3,clear,High,4.44,freight,28.66
882.4,clear,Low,5.21,freight,11.98
124.0,fog,Medium,1.21,passenger,17.98
246.5,rain,Low,4.85,express,9.72
347.2,clear,Low,7.58,express,7.82
1145.0,storm,Low,6.71,passenger,23.36
1153.1,clear,Medium,0.28,express,8.15
774.3,clear,High,3.63,freight,18.69
239.7,clear,High,1.24,passenger,16.45
44.5,clear,Medium,0.07,passenger,10.44
1815.5,clear,Low,13.39,freight,15.87
881.6,rain,Low,30.07,express,15.49
1162.5,clear,Low,3.14,freight,14.73
1393.1,fog,Medium,8.52,passenger,24.02
860.6,rain,High,28.36,passenger,26.56
640.1,rain,Medium,14.43,freight,27.94
1104.6,rain,High,2.71,express,14.35
1630.6,clear,Low,2.96,passenger,12.22
1905.3,rain,Low,1.37,passenger,13.63
692.4,rain,High,38.68,express,23.36
1008.8,clear,Low,2.68,express,18.82
1079.7,rain,Low,6.39,express,10.15
1379.1,clear,Low,8.4,freight,15.38
1570.6,clear,Low,15.89,passenger,13.11
589.6,storm,Medium,10.24,freight,38.73
1499.8,clear,High,34.24,passenger,28.39
839.8,clear,High,3.16,passenger,24.95
320.2,clear,Medium,9.25,express,7.81
882.5,clear,Low,1.25,express,10.47
1496.0,clear,High,30.35,express,18.81
1069.3,storm,High,1.32,express,21.93
940.6,rain,High,9.18,passenger,19.85
55.9,rain,Low,1.66,passenger,8.28
1672.6,clear,Medium,1.73,express,9.08
1028.6,fog,Medium,10.45,freight,29.59
626.3,fog,Low,3.58,passenger,12.4
1641.1,clear,High,4.23,express,19.19
763.3,clear,Medium,18.42,passenger,19.9
1596.6,storm,High,6.59,express,24.81
61.3,clear,High,31.42,freight,29.88
1789.2,storm,High,20.26,passenger,43.08
707.5,rain,Medium,34.28,freight,29.04
1427.6,clear,Medium,2.32,passenger,14.72
520.4,rain,Medium,6.4,freight,20.73
530.8,fog,Medium,3.51,passenger,20.7
682.0,fog,Medium,8.36,passenger,19.53
436.7,fog,High,30.12,passenger,34.64
77.6,clear,Low,5.11,freight,12.21
760.5,clear,High,0.56,passenger,17.95
39.4,clear,Medium,2.77,freight,13.13
246.9,rain,High,15.63,passenger,21.45
1436.3,fog,Medium,1.49,passenger,25.41
1294.2,rain,Medium,20.1,freight,25.72
688.6,rain,Low,6.39,passenger,17.94
164.7,clear,High,8.26,passenger,14.21
1693.5,fog,High,2.53,freight,36.66
1339.2,storm,Low,4.81,freight,28.15
39.8,rain,Low,2.67,express,5.65
416.5,fog,Low,3.37,express,8.0
1456.4,clear,Medium,26.57,freight,38.43
414.8,storm,Medium,22.38,passenger,31.78
506.5,clear,High,5.66,freight,18.97
229.2,rain,Medium,12.14,express,12.67
801.2,clear,Medium,5.11,freight,16.18
1356.9,clear,High,0.41,passenger,18.57
1616.7,clear,Medium,5.11,passenger,18.44
1279.8,storm,Medium,8.63,passenger,29.97
296.8,clear,Medium,5.76,express,6.56
1728.8,storm,Medium,0.58,freight,38.96
473.0,clear,High,17.79,express,16.85
1955.4,storm,High,14.59,passenger,44.28
1697.5,clear,Low,1.34,freight,16.62
105.1,rain,High,9.33,freight,27.71
1367.6,clear,Medium,28.72,passenger,18.71
30.5,storm,Medium,1.79,passenger,25.28
597.4,rain,Medium,2.15,express,9.33
1210.9,fog,Low,0.11,freight,18.64
1648.1,clear,Low,11.0,express,13.44
694.0,clear,Low,1.99,freight,14.11
1513.8,clear,Low,3.11,freight,13.22
591.9,clear,High,47.81,passenger,26.82
1803.6,fog,Low,4.62,freight,21.75
374.0,rain,High,54.64,express,26.41
394.4,clear,High,5.82,freight,21.13
285.3,rain,Medium,15.28,passenger,20.41
1494.3,clear,Low,0.48,express,8.32
1985.7,storm,Low,4.75,passenger,20.5
844.8,clear,Medium,0.27,passenger,8.81
1332.2,clear,Low,7.86,express,8.95
1677.2,rain,High,18.81,freight,35.87
1974.0,storm,Low,14.72,passenger,26.16
366.5,clear,High,0.61,passenger,11.17
1668.1,clear,Low,5.11,passenger,10.28
90.9,clear,Medium,9.19,passenger,16.81
1012.0,storm,Medium,3.98,express,23.77
1558.8,clear,Low,2.09,passenger,10.08
1442.7,storm,Medium,0.06,express,18.39
482.7,rain,Low,13.5,freight,20.06
1184.8,clear,Low,4.87,express,7.85
209.8,clear,Low,3.95,express,4.81
286.2,rain,High,7.96,express,14.82
643.9,clear,Medium,0.22,express,5.94
17.6,fog,Medium,7.18,passenger,17.36
1909.5,clear,High,6.86,express,14.45
1637.1,clear,High,4.09,express,11.2
631.1,rain,High,30.01,passenger,30.54
1804.9,fog,Low,9.69,freight,27.68
1087.3,clear,Medium,6.5,express,9.42
160.8,clear,Medium,5.65,express,11.04
798.7,fog,Low,6.63,passenger,33.75
739.0,fog,Medium,1.2,freight,25.13
1340.4,rain,Medium,0.22,passenger,20.93
1785.9,rain,High,8.92,express,22.51
1159.2,clear,Medium,11.86,express,16.71
1138.3,clear,High,15.13,express,14.25
199.8,clear,Low,2.03,express,6.39
40.5,storm,Low,1.34,passenger,17.84
652.4,clear,High,2.15,freight,19.79
49.8,clear,High,0.85,freight,21.5
763.4,clear,High,1.72,freight,22.65
593.7,rain,Low,1.28,express,8.63
935.9,rain,Low,11.54,passenger,34.12
353.7,fog,Low,8.4,express,9.89
681.6,fog,High,3.32,express,17.62
101.0,storm,Low,5.87,passenger,19.22
74.4,clear,High,0.34,freight,29.92
1397.7,storm,High,11.06,freight,54.17
546.5,clear,Medium,6.42,freight,29.42
355.6,rain,Medium,4.87,passenger,17.23
684.1,clear,Medium,7.22,passenger,11.55
1816.2,clear,Medium,8.14,express,11.86
400.1,rain,Medium,4.39,freight,23.66
804.9,fog,Medium,7.47,freight,26.38
608.9,rain,Medium,7.56,passenger,14.31
383.1,clear,Low,11.29,freight,12.24
1621.8,clear,Medium,28.13,passenger,20.44
533.4,fog,Medium,5.07,freight,26.82
751.8,clear,High,11.33,express,12.52
1577.5,clear,Medium,2.76,freight,19.6
1455.4,clear,Medium,13.32,passenger,14.55
263.8,fog,High,1.98,express,16.41
1465.3,clear,Low,16.84,freight,18.28
1994.1,clear,Medium,8.32,express,12.08
524.1,clear,Low,10.51,express,8.24
224.3,clear,Medium,10.13,freight,15.49
308.9,fog,Medium,4.33,express,10.38
390.4,rain,High,19.88,express,20.44
1731.9,clear,Medium,17.54,express,14.13
1143.8,storm,High,13.84,passenger,48.01
141.2,clear,High,2.45,passenger,13.61
127.1,clear,High,0.18,passenger,10.36
1539.9,clear,Medium,9.67,passenger,16.89
1839.3,clear,High,9.74,express,15.29
1490.5,clear,Medium,7.61,freight,18.85
308.6,fog,Medium,1.84,passenger,16.55
1269.8,fog,High,1.9,freight,35.74
1726.9,storm,High,11.94,express,25.15
1774.6,rain,Medium,0.86,express,17.14
1437.7,clear,High,0.46,express,9.95
1125.3,clear,Medium,1.26,express,13.98
108.7,clear,Low,5.18,passenger,16.55
1921.4,rain,Medium,25.15,passenger,27.48
1902.4,rain,Low,13.52,express,12.56
1106.8,fog,Low,3.09,passenger,23.73
760.2,clear,Medium,13.07,express,17.06
771.4,clear,Medium,11.26,freight,17.35
539.0,rain,Low,6.07,freight,15.08
1426.4,clear,Low,4.08,passenger,11.37
753.6,clear,Medium,1.7,express,15.51
273.1,rain,Medium,6.69,freight,20.4
694.1,clear,Low,4.48,freight,11.84
1256.2,rain,High,5.12,express,22.49
1576.1,clear,Low,11.23,passenger,15.97
821.1,clear,Medium,24.87,passenger,17.21
925.9,clear,Low,5.99,freight,12.16
1185.4,storm,Low,7.48,express,13.98
501.8,rain,Low,8.49,freight,17.64
1218.9,clear,Medium,0.96,passenger,9.94
515.0,clear,Low,19.24,freight,20.9
1322.3,rain,Medium,4.59,passenger,14.99
1625.5,clear,Low,6.31,express,10.36
681.7,rain,Medium,0.11,express,8.06
1829.5,fog,High,15.56,freight,47.46
1963.5,storm,Medium,2.88,express,21.9
1237.2,rain,Low,3.03,passenger,11.77
137.8,storm,High,6.44,freight,52.87
908.5,clear,Low,14.9,freight,14.83
826.3,storm,Medium,0.57,passenger,22.88
1049.2,clear,Medium,1.75,passenger,22.27
416.6,clear,Medium,16.88,express,12.7
1755.5,rain,Low,1.73,express,14.76
266.3,clear,Low,12.21,passenger,14.47
1082.4,clear,Medium,16.59,express,12.47
1619.3,rain,Low,24.65,express,17.52
440.9,clear,Medium,8.17,freight,19.28
595.0,rain,Medium,0.9,freight,22.18
1374.5,clear,Low,2.32,passenger,11.32
860.4,rain,Medium,25.51,freight,26.99
1287.3,clear,Low,3.31,freight,12.85
693.8,rain,High,0.46,freight,25.9
1860.1,clear,High,12.61,freight,25.72
1875.8,storm,Low,3.21,freight,29.61
431.9,fog,Low,3.61,express,9.93
1181.4,clear,Medium,7.83,freight,16.05
1365.0,clear,High,4.79,freight,21.11
215.2,fog,High,0.44,express,14.9
805.1,clear,Low,46.36,express,23.93
1853.6,clear,Medium,4.5,freight,20.26
1309.0,rain,High,2.86,express,12.77
1131.1,rain,Medium,0.03,freight,19.08
1642.8,storm,High,7.25,express,24.81
648.9,clear,Low,12.98,express,15.45
1511.5,clear,Medium,21.39,express,13.97
485.9,rain,Low,17.72,express,11.77
941.1,rain,Medium,12.24,passenger,20.09
1867.3,rain,High,16.84,passenger,23.86
429.6,fog,Low,1.13,passenger,13.07
1539.6,rain,Medium,4.85,passenger,15.17
516.8,storm,Medium,4.32,express,16.75
1390.3,rain,Low,15.69,passenger,15.11
918.4,fog,Low,8.12,passenger,16.36
656.2,clear,Low,14.38,passenger,15.05
210.7,clear,High,19.89,passenger,19.9
1272.8,fog,Low,31.0,passenger,23.13
899.8,clear,Low,6.58,passenger,11.98
10.9,clear,Low,0.04,passenger,7.51
243.4,clear,Low,3.67,express,5.76
558.4,fog,Low,0.35,express,10.61
880.2,clear,High,67.23,freight,41.47
267.0,clear,Low,1.07,freight,11.64
848.5,rain,Medium,24.12,freight,28.04
769.1,clear,High,17.16,express,18.7
1585.3,rain,Medium,10.92,express,15.3
1623.9,storm,High,4.6,freight,54.5
956.9,clear,Low,7.95,freight,12.43
1051.9,rain,Low,2.61,express,11.26
324.0,fog,Medium,10.44,freight,26.66
410.1,clear,Low,1.83,freight,11.39
1194.9,fog,Low,0.39,freight,22.47
1282.8,storm,Low,8.47,freight,31.55
910.2,rain,Low,6.3,express,10.29
282.0,fog,Low,6.93,passenger,16.23
863.8,clear,Low,0.52,express,7.14
1498.0,rain,Medium,24.25,express,21.16
1515.5,rain,High,4.13,freight,32.51
494.3,clear,High,1.58,passenger,13.81
990.5,storm,High,0.2,express,24.05
364.1,fog,Low,20.27,express,13.59
265.0,rain,Low,13.75,passenger,13.73
776.3,clear,Low,0.06,express,8.16
1450.6,rain,Low,3.73,freight,17.95
1186.5,clear,Medium,1.61,express,9.93
620.7,fog,High,3.29,freight,39.79
1765.3,rain,Medium,11.65,express,13.72
1822.2,rain,High,11.7,freight,34.86
1085.8,rain,Medium,15.72,passenger,22.4
1181.9,clear,High,13.16,freight,27.35
1005.1,storm,Low,7.46,freight,28.88
1105.7,storm,Low,3.42,express,16.7
824.1,clear,High,42.48,passenger,25.73
442.6,rain,High,16.3,passenger,22.08
1497.1,rain,Low,11.96,passenger,16.19
1035.9,rain,High,0.28,freight,31.41
1986.4,rain,Low,9.48,express,11.55
1009.0,rain,High,2.33,freight,29.67
162.7,clear,Medium,18.25,express,17.02
1007.4,clear,Medium,9.36,freight,20.6
1674.4,clear,Low,6.82,freight,17.64
1938.2,rain,Low,3.15,express,20.48
804.5,rain,High,13.11,passenger,28.8
1525.2,clear,High,20.55,passenger,19.56
1922.1,rain,Low,7.75,express,13.56
1801.7,clear,Low,34.88,freight,23.68
1775.2,clear,High,8.13,passenger,22.46
1403.3,storm,High,10.0,express,26.03
1600.2,fog,Low,14.18,passenger,29.99
1174.8,storm,Low,5.84,passenger,21.84
1260.4,clear,Medium,10.53,freight,19.78
1209.1,rain,Low,7.0,express,9.85
1622.6,clear,Medium,7.19,passenger,18.07
1816.4,clear,Low,4.75,passenger,13.5
410.8,clear,High,8.53,freight,19.78
1939.5,clear,Medium,17.0,freight,20.59
1813.1,clear,High,11.86,express,14.96
448.1,clear,Low,1.53,freight,10.4
1265.2,clear,Low,0.26,passenger,9.21
555.0,rain,Low,2.87,passenger,13.7
91.8,clear,Low,26.0,freight,17.79
1751.1,fog,Low,30.57,passenger,31.86
838.4,fog,Low,0.15,passenger,13.81
1282.8,clear,Medium,17.02,express,17.43
1188.3,clear,Low,4.06,express,7.42
1679.4,fog,High,1.98,passenger,28.53
74.6,clear,Medium,1.67,freight,12.91
307.8,clear,Medium,0.26,express,11.86
306.8,storm,Low,5.17,express,11.44
1010.8,clear,Medium,3.94,express,10.07
1075.0,rain,Low,15.06,express,11.92
1058.3,fog,Low,1.05,express,9.16
1541.1,clear,High,0.06,express,9.31
1694.3,rain,Low,5.34,express,13.52
1103.1,storm,Low,2.79,freight,30.07
1697.8,clear,High,1.55,express,10.71
1740.1,clear,Low,5.37,express,9.3
80.6,rain,Medium,5.56,passenger,15.06
1379.9,fog,Low,29.13,passenger,22.89
1548.4,clear,Low,2.6,passenger,9.58
1706.3,storm,Medium,11.78,freight,41.41
550.6,rain,Low,1.9,freight,20.06
1236.7,storm,Low,0.26,passenger,23.64
1055.9,clear,Low,1.18,freight,10.93
1070.3,fog,High,7.36,passenger,26.57
1984.1,clear,Low,6.15,freight,19.7
1546.5,clear,Medium,17.29,passenger,21.06
1933.4,rain,Medium,21.71,freight,32.22
735.3,clear,Low,0.88,express,6.15
338.4,clear,Medium,6.11,freight,20.37
588.0,rain,Medium,31.26,freight,39.25
1834.3,fog,Low,33.9,freight,40.82
1585.1,rain,Medium,3.81,passenger,16.62
1689.1,clear,Medium,28.05,passenger,24.71
371.9,rain,Medium,7.23,freight,20.52
928.9,rain,Low,5.11,freight,17.31
1366.4,clear,High,8.19,freight,23.05
1825.2,storm,Low,25.09,freight,36.86
301.6,clear,Medium,3.42,freight,16.38
95.8,rain,High,0.84,passenger,19.13
1220.7,fog,Medium,17.33,freight,30.13
1319.4,clear,Low,6.16,express,17.45
608.2,rain,Low,1.88,passenger,15.33
611.9,rain,Low,9.23,freight,19.78
178.4,clear,Low,2.17,freight,10.05
1698.8,clear,Medium,0.66,freight,15.24
1230.1,clear,Low,43.96,passenger,22.57
1863.8,clear,Medium,8.9,passenger,16.2
1353.9,clear,Medium,9.64,passenger,18.57
517.9,rain,Low,20.9,freight,19.37
303.9,clear,High,15.45,express,12.15
1222.5,storm,Low,1.03,express,13.56
1470.3,rain,Medium,6.56,express,14.73
764.3,rain,Low,15.21,express,23.5
1411.8,clear,Medium,6.89,passenger,12.78
1282.2,clear,High,6.51,passenger,21.11
55.6,clear,Medium,3.26,freight,12.8
1989.3,fog,Medium,27.91,passenger,27.32
1944.6,fog,Low,7.84,passenger,17.24
