temperature,vibration,usage_hours,last_service_days,fault_history,risk_score,status
96.16,0.2196,3932.4,250,6,39.8,Warning
79.57,5.9649,21583.5,267,13,52.3,Critical
58.41,0.5535,4018.7,159,4,16.28,Healthy
97.35,1.6735,5272.6,238,5,34.9,Warning
49.77,0.0253,2162.4,260,9,26.63,Healthy
80.97,4.0995,33134.5,203,12,50.44,Critical
66.88,3.0961,13855.3,309,6,34.99,Warning
98.65,2.5673,28720.0,233,0,40.31,Warning
87.58,3.0228,42538.0,16,7,39.58,Warning
57.56,1.9077,32769.0,230,13,40.86,Warning
90.13,6.3835,49768.3,108,13,57.46,Critical
44.78,1.5578,19912.4,66,12,21.04,Healthy
87.58,0.6309,45105.3,87,0,37.67,Warning
74.37,0.9265,6155.4,284,12,35.79,Warning
61.4,3.7842,12744.5,119,13,34.45,Warning
89.78,4.4006,9719.5,242,5,38.87,Warning
86.69,0.4166,44806.9,247,14,54.84,Critical
77.96,0.0205,41479.4,243,12,45.62,Critical
79.36,2.3277,42275.5,280,13,53.41,Critical
81.12,3.7773,21999.7,238,12,42.57,Critical
69.75,0.0318,42289.7,84,8,34.52,Warning
83.47,0.0849,4105.9,54,2,18.77,Healthy
47.13,3.9208,274.6,266,6,25.4,Healthy
24.33,1.4951,34813.0,322,4,32.41,Healthy
82.01,2.277,33695.8,100,10,41.56,Warning
80.88,0.2314,25518.5,183,0,34.11,Warning
65.03,1.8799,49129.9,159,10,49.64,Critical
58.84,1.5944,3630.1,3,11,20.9,Healthy
94.84,4.5178,8566.4,357,9,46.04,Critical
67.33,3.3144,1562.3,222,8,26.62,Healthy
65.96,1.7372,37116.2,195,6,40.06,Warning
60.49,6.6152,21255.5,133,4,36.8,Warning
86.99,0.1812,21873.2,326,10,47.63,Critical
41.85,0.57,27217.7,30,0,16.12,Healthy
72.17,0.0007,22262.1,183,4,30.8,Healthy
64.28,0.4283,46803.0,207,11,45.63,Critical
72.84,1.3687,5757.5,231,10,38.8,Warning
85.03,3.8779,20365.1,258,13,43.94,Critical
67.7,1.336,12624.3,192,10,30.37,Healthy
70.86,9.0014,23655.8,362,2,45.37,Critical
46.96,1.5497,9825.4,304,5,27.38,Healthy
66.78,2.3025,18091.5,295,5,39.72,Warning
59.15,5.7258,20546.4,70,6,34.4,Warning
78.46,3.0703,34705.4,32,13,44.51,Critical
71.46,0.4557,11472.2,217,4,27.08,Healthy
68.38,0.6577,28371.5,155,13,35.59,Warning
77.34,1.0838,6566.2,177,5,28.37,Healthy
61.5,0.546,35076.9,81,12,37.58,Warning
57.96,7.7567,31567.6,223,10,44.48,Critical
36.12,1.7092,18504.3,273,4,24.93,Healthy
73.85,2.0997,43020.1,287,6,47.3,Critical
74.87,1.4041,4669.8,299,2,33.91,Warning
74.05,4.4827,289.2,316,7,36.14,Warning
66.14,0.1881,34667.8,135,10,40.6,Warning
90.53,5.3553,21729.8,317,12,49.83,Critical
63.65,0.8654,39833.8,249,9,40.68,Warning
101.62,2.3221,31989.1,49,12,41.05,Warning
70.52,1.9483,40161.1,125,10,46.64,Critical
62.48,2.3267,9659.8,311,8,38.11,Warning
68.88,3.6322,14788.0,182,1,28.9,Healthy
73.67,1.5533,19341.1,47,10,26.82,Healthy
80.46,5.8782,48336.1,331,8,60.24,Critical
102.89,1.9939,41476.4,229,5,50.28,Critical
76.83,0.4147,20546.6,64,1,27.96,Healthy
85.44,0.5799,34445.0,231,12,51.03,Critical
88.53,1.7009,28719.7,323,3,45.7,Critical
81.34,2.0801,29255.6,37,5,36.06,Warning
103.54,8.2347,2862.2,249,1,41.91,Warning
69.75,3.8765,46048.3,83,6,38.46,Warning
65.39,5.1712,30489.9,344,0,44.9,Critical
56.49,13.1877,36439.9,252,11,54.21,Critical
70.67,0.8183,49345.9,264,2,42.12,Warning
43.22,2.5073,4576.7,47,14,14.66,Healthy
84.08,4.3779,30308.6,87,4,40.41,Warning
64.28,1.1338,38415.3,66,5,35.45,Warning
84.45,2.0054,37002.7,203,7,49.53,Critical
80.11,1.8656,45215.3,258,1,49.83,Critical
56.75,1.9654,46114.5,232,9,45.75,Critical
106.24,4.2618,30147.0,161,5,51.2,Critical
63.23,0.892,45603.6,173,13,43.68,Critical
62.04,7.3289,46095.0,250,10,56.96,Critical
68.58,0.7998,167.5,226,7,23.71,Healthy
81.89,1.4136,12538.7,272,0,27.98,Healthy
58.62,0.7071,30983.7,82,1,23.94,Healthy
86.83,0.7879,15333.6,39,9,31.73,Healthy
76.84,1.1338,11126.9,152,4,31.68,Healthy
72.02,1.993,33831.0,162,14,44.87,Critical
59.06,0.2089,15839.9,206,2,23.63,Healthy
76.3,1.4585,18367.2,144,2,25.42,Healthy
70.72,1.9694,31087.1,293,1,41.9,Warning
44.33,2.0115,4929.6,297,14,33.59,Healthy
79.4,9.1804,28524.5,194,10,50.71,Critical
60.68,1.8884,40596.6,126,3,30.89,Healthy
69.95,3.2483,28694.4,92,6,38.98,Warning
61.5,0.2502,12417.3,231,4,26.54,Healthy
69.39,0.6929,12828.6,79,0,20.13,Healthy
67.76,7.0612,11833.4,238,8,39.92,Warning
68.94,0.4284,33547.3,213,12,40.95,Warning
67.81,0.0056,20884.9,45,14,26.72,Healthy
64.44,6.3771,42732.4,55,9,38.5,Warning
89.72,4.9129,41604.7,195,7,45.86,Critical
81.23,1.5229,46123.7,37,14,47.14,Critical
82.54,1.0094,31656.4,262,5,39.21,Warning
94.19,3.3213,16615.1,287,3,37.58,Warning
66.39,5.3351,5662.1,279,1,34.97,Warning
80.98,2.2627,32212.1,84,14,42.74,Critical
66.34,0.695,40367.6,221,13,43.31,Critical
61.71,1.283,35979.6,347,7,43.33,Critical
94.08,0.8049,8640.6,250,13,39.05,Warning
61.53,3.6726,13442.3,69,5,23.1,Healthy
111.55,6.4902,12964.2,86,11,44.74,Critical
110.09,1.4352,30762.0,105,14,47.94,Critical
42.01,3.4313,4691.3,123,10,20.62,Healthy
88.21,7.1504,27199.7,91,12,45.5,Critical
61.81,0.5398,13492.0,149,9,29.91,Healthy
83.01,0.0469,24405.6,239,1,37.96,Warning
77.34,0.8639,21608.4,245,10,37.26,Warning
36.43,0.9487,40005.7,115,6,27.99,Healthy
76.17,1.1843,5710.3,240,4,29.53,Healthy
94.35,1.7686,27699.0,63,11,35.34,Warning
78.33,1.6549,26546.8,348,10,57.1,Critical
102.96,2.2802,49428.2,61,13,52.73,Critical
63.82,0.0585,2936.2,316,9,27.0,Healthy
103.24,0.0779,20773.9,67,4,29.82,Healthy
74.5,2.0275,46869.4,328,2,51.03,Critical
55.04,2.1914,8557.3,188,3,19.73,Healthy
83.04,0.7567,7725.9,335,12,40.03,Warning
100.51,2.5392,8373.7,209,4,37.33,Warning
77.66,2.7486,29951.0,85,5,36.13,Warning
78.3,3.1613,46538.0,97,4,47.13,Critical
76.56,0.4193,22627.2,181,14,35.73,Warning
42.15,0.1482,969.1,106,8,18.67,Healthy
105.47,2.3779,16972.9,265,6,48.22,Critical
103.55,0.8928,12617.4,250,2,34.23,Warning
97.48,2.6085,33889.6,185,1,38.24,Warning
81.47,2.2035,31818.5,83,11,36.23,Warning
76.53,4.0173,46034.4,155,3,46.59,Critical
70.27,3.7623,37944.1,131,5,39.86,Warning
98.77,0.9713,43497.6,50,14,41.71,Warning
87.4,1.1651,20595.0,22,2,25.84,Healthy
57.64,7.2073,39985.1,289,4,49.47,Critical
68.06,5.3669,45425.1,47,11,43.51,Critical
80.34,4.1291,37161.6,247,9,54.11,Critical
66.78,11.1344,33105.7,195,14,54.09,Critical
85.58,1.1532,3995.7,348,12,41.54,Warning
105.31,2.6547,29594.6,195,6,52.31,Critical
105.11,2.6855,27263.2,305,6,50.94,Critical
85.56,4.6515,46564.3,115,9,48.87,Critical
61.7,8.4199,40646.5,67,0,41.23,Warning
89.82,2.7348,14432.3,246,6,36.87,Warning
56.73,1.056,4458.1,255,10,23.7,Healthy
67.76,1.0555,14377.7,163,13,32.49,Healthy
64.83,1.9144,45737.0,114,6,37.16,Warning
71.68,0.1159,12190.5,24,10,15.33,Healthy
80.01,10.1869,49124.1,234,5,60.55,Critical
91.35,2.6002,31982.0,132,11,43.68,Critical
79.86,3.0181,19657.4,93,5,33.33,Healthy
50.47,1.6498,19845.7,113,4,23.78,Healthy
84.53,0.4699,17601.8,74,4,29.75,Healthy
87.24,1.6099,34254.3,140,9,45.03,Critical
87.79,1.6223,40977.4,126,14,53.29,Critical
65.05,4.5485,15497.3,62,4,26.11,Healthy
72.62,1.1725,33397.9,122,6,33.93,Warning
68.51,0.8378,27317.1,156,3,37.23,Warning
88.27,0.2459,28917.8,189,9,42.11,Warning
47.09,1.1067,40819.3,296,8,42.45,Critical
68.03,2.4956,12174.9,41,12,30.96,Healthy
95.41,0.1891,48365.0,328,12,57.0,Critical
67.98,1.1206,47755.2,334,9,51.36,Critical
95.51,0.1593,12041.1,361,14,44.46,Critical
87.39,7.1606,13303.3,184,4,43.89,Critical
46.61,0.1103,21425.3,89,6,24.9,Healthy
61.97,4.7167,37573.9,92,8,39.7,Warning
104.05,3.4192,25719.5,296,2,54.01,Critical
49.25,8.6237,15666.7,40,4,32.52,Healthy
65.85,0.8323,22943.0,301,3,32.75,Healthy
76.57,1.1045,13351.4,232,7,31.47,Healthy
78.94,0.8431,34102.4,363,10,50.68,Critical
99.73,1.9297,21558.0,228,13,47.42,Critical
60.23,4.1175,49568.2,157,5,40.65,Warning
76.91,1.0936,11606.8,207,14,34.35,Warning
86.47,1.6296,45118.8,294,11,51.36,Critical
70.25,0.0639,18366.7,221,2,33.57,Healthy
61.36,0.3747,18722.7,40,2,20.82,Healthy
67.98,2.7912,20773.1,15,1,26.69,Healthy
56.66,0.7759,29066.8,59,0,22.43,Healthy
74.72,7.805,18039.6,92,5,36.15,Warning
91.25,2.1587,7377.7,212,3,30.8,Healthy
67.13,20.0,35998.5,119,4,61.85,Critical
84.99,3.7762,3053.4,11,3,22.64,Healthy
44.5,1.0988,27179.4,357,6,32.62,Healthy
46.81,1.315,29777.4,176,8,32.45,Healthy
93.64,0.4171,12890.1,187,11,37.22,Warning
72.21,4.099,15333.2,204,2,37.02,Warning
81.29,0.2014,49888.9,36,12,48.02,Critical
52.44,1.7645,27846.3,43,11,29.3,Healthy
60.44,4.2535,18564.4,236,14,38.91,Warning
92.52,6.3598,35731.5,44,6,45.43,Critical
74.11,5.6035,4355.4,222,1,32.54,Healthy
84.41,0.0461,31940.9,111,7,35.38,Warning
75.16,0.7754,46861.3,6,2,34.09,Warning
92.4,1.8681,33273.7,133,13,44.88,Critical
66.42,0.5044,145.4,30,5,13.18,Healthy
40.13,2.8135,13202.2,350,6,33.01,Healthy
60.33,0.5885,24761.5,98,0,29.49,Healthy
83.04,0.1111,13526.1,294,9,36.11,Warning
78.72,3.8984,20373.9,166,13,40.52,Warning
70.74,1.7436,30438.3,46,8,33.4,Healthy
92.53,0.7896,4786.7,296,1,34.2,Warning
65.64,9.3239,31620.8,92,8,42.42,Critical
57.19,4.0927,32320.7,26,0,24.32,Healthy
87.9,0.6199,49382.5,178,8,46.7,Critical
64.29,1.8921,47294.9,269,4,42.37,Critical
78.29,3.3326,30339.4,48,11,42.07,Warning
52.86,3.7683,33176.8,343,6,44.86,Critical
52.27,0.7035,26086.7,90,13,32.27,Healthy
64.82,5.5978,17479.2,360,12,43.46,Critical
108.16,2.3986,38910.4,279,0,51.67,Critical
81.91,2.675,898.6,347,8,39.59,Warning
70.6,3.0992,43276.5,71,6,42.7,Critical
68.63,6.7135,49020.1,86,0,37.23,Warning
78.36,1.1564,9412.5,224,0,30.03,Healthy
76.93,1.9159,14164.2,237,4,41.15,Warning
85.69,0.758,29072.4,234,10,42.48,Critical
105.57,0.3189,40986.9,24,9,49.47,Critical
69.98,3.2183,5760.0,26,13,32.7,Healthy
114.82,1.4416,31403.2,143,2,43.14,Critical
45.95,0.7787,40649.4,280,5,36.03,Warning
78.31,0.17,1215.3,216,7,25.75,Healthy
63.98,0.0483,14563.5,10,1,13.04,Healthy
82.86,10.5492,13361.0,62,9,42.09,Warning
54.8,3.3502,46797.8,118,7,42.34,Critical
62.49,2.1469,8566.2,213,8,26.42,Healthy
75.45,0.2261,21682.8,42,14,34.12,Warning
54.31,1.5877,36161.0,306,12,43.53,Critical
122.22,1.5676,42800.4,240,4,57.26,Critical
92.53,3.0142,6132.1,37,10,29.04,Healthy
87.42,2.1695,27421.8,179,7,45.1,Critical
80.92,0.6951,25680.7,358,3,42.74,Critical
82.63,1.0013,48428.5,166,2,43.04,Critical
72.8,1.7029,36206.6,234,12,47.03,Critical
78.77,0.8671,33312.9,94,10,35.49,Warning
71.43,0.2685,32997.6,0,8,28.74,Healthy
59.12,1.1047,40896.5,63,13,36.84,Warning
72.17,0.7031,43805.6,318,9,48.56,Critical
96.91,3.2153,26779.2,327,14,53.3,Critical
79.95,2.8255,2746.7,149,5,30.95,Healthy
99.66,3.6772,6308.2,243,5,39.36,Warning
90.33,2.0651,48615.6,277,14,60.17,Critical
109.42,5.19,38686.1,255,1,55.25,Critical
78.5,6.7404,26442.9,326,3,45.7,Critical
77.67,0.6451,3225.9,100,13,29.96,Healthy
68.89,3.5472,47428.8,341,11,56.97,Critical
93.56,4.4716,12512.9,234,4,37.68,Warning
68.71,3.6165,2027.7,115,1,19.65,Healthy
84.95,2.2049,15299.3,24,13,34.04,Warning
49.4,5.4852,45479.9,251,10,51.37,Critical
68.15,0.684,5473.7,225,5,23.91,Healthy
96.86,4.7068,1749.2,285,8,39.68,Warning
83.03,2.6609,6628.6,318,11,39.7,Warning
95.57,0.6674,49098.9,324,13,56.4,Critical
67.4,0.5143,43268.2,71,14,47.09,Critical
71.8,0.1007,22930.6,353,2,36.95,Warning
49.74,9.8745,45333.6,144,10,46.39,Critical
75.01,5.9077,10602.8,142,6,33.65,Healthy
87.61,3.6678,31480.0,225,1,39.47,Warning
71.72,2.046,38802.8,244,3,43.23,Critical
76.58,0.3221,18940.1,235,10,35.13,Warning
60.78,5.6457,2160.6,147,4,29.14,Healthy
62.28,3.2673,44875.8,131,6,38.71,Warning
75.25,4.9675,37413.9,321,6,51.32,Critical
86.85,0.6886,30478.3,84,4,31.39,Healthy
69.63,0.81,35213.9,10,0,25.78,Healthy
85.75,1.682,31747.4,282,2,38.59,Warning
92.58,0.0801,3297.0,29,5,19.33,Healthy
67.9,0.3135,37560.2,158,11,43.43,Critical
57.69,1.5766,13940.6,289,4,34.54,Warning
41.22,9.9257,48261.1,80,14,45.26,Critical
78.77,0.2859,42574.2,149,2,38.06,Warning
64.05,0.2608,44916.0,209,5,42.55,Critical
76.37,0.2941,7298.1,98,11,23.1,Healthy
64.93,0.7627,18879.9,108,9,32.18,Healthy
71.28,1.1296,28013.0,297,6,43.67,Critical
80.8,1.981,41544.5,289,0,42.56,Critical
69.55,1.5856,16634.5,48,11,33.53,Healthy
90.43,2.343,40217.1,255,10,54.14,Critical
63.15,0.8143,42933.8,288,7,40.43,Warning
65.45,5.43,39060.8,7,14,43.77,Critical
68.86,1.6202,39704.5,37,5,35.4,Warning
81.5,5.2735,22449.6,121,12,44.54,Critical
58.53,6.1344,46319.0,317,8,56.89,Critical
92.28,0.847,8214.6,12,14,32.88,Healthy
48.11,4.2994,13215.2,162,5,23.64,Healthy
72.37,2.1531,18529.6,30,14,29.01,Healthy
80.2,0.5911,3454.3,99,14,32.62,Healthy
52.36,3.0116,33581.6,252,5,42.74,Critical
80.49,4.216,24402.8,231,6,41.06,Warning
87.43,1.0599,45193.6,181,4,45.38,Critical
78.51,0.4306,34738.5,23,8,30.94,Healthy
73.97,7.7136,24269.2,3,4,35.35,Warning
73.65,1.765,45335.9,174,13,53.2,Critical
74.69,7.7537,6637.3,241,10,42.65,Critical
89.31,3.2068,27173.6,195,6,48.12,Critical
71.04,0.9691,45021.4,59,5,43.38,Critical
67.6,8.4057,18078.6,225,6,45.4,Critical
88.05,0.4116,40751.0,294,8,57.5,Critical
83.9,0.1902,12526.5,111,14,35.1,Warning
90.82,0.0929,45115.1,135,4,42.9,Critical
57.93,0.1178,4867.5,88,9,19.9,Healthy
91.76,4.3288,8583.6,160,2,36.62,Warning
72.41,0.088,13941.2,65,0,21.51,Healthy
61.1,0.0764,21519.3,31,6,23.56,Healthy
86.52,0.6327,49712.2,10,9,42.2,Critical
80.0,1.6485,30015.6,353,0,40.44,Warning
58.74,0.681,36758.6,122,2,32.67,Healthy
71.47,2.9445,10976.7,196,4,28.36,Healthy
84.59,4.4296,30301.7,98,12,38.53,Warning
48.41,0.0511,27799.8,33,6,27.03,Healthy
83.18,0.6967,41736.4,334,10,48.69,Critical
71.86,3.4852,43921.7,20,4,38.21,Warning
82.73,0.6769,6286.6,257,1,28.79,Healthy
41.59,1.252,38105.8,293,8,40.23,Warning
98.97,0.9694,6308.5,145,0,26.75,Healthy
65.81,0.2031,2486.5,155,11,24.39,Healthy
66.23,4.9356,28734.2,247,3,38.7,Warning
71.4,0.0328,21368.5,191,1,30.92,Healthy
83.24,0.396,30003.2,168,10,41.38,Warning
72.86,2.6426,45250.0,187,13,56.61,Critical
98.31,3.7446,18852.1,274,8,43.77,Critical
71.47,1.375,4573.6,280,10,34.7,Warning
99.67,0.3237,44398.8,281,9,60.88,Critical
71.95,1.9379,47416.6,352,1,50.51,Critical
75.1,7.2258,29700.4,249,4,44.12,Critical
51.12,0.2844,1724.3,149,13,24.03,Healthy
62.92,0.9743,16497.0,252,14,41.09,Warning
79.42,7.5266,8750.8,93,6,37.26,Warning
53.2,2.2241,49180.9,252,0,42.13,Warning
100.34,3.0559,17820.1,27,14,38.19,Warning
78.22,0.5853,48149.1,22,0,34.61,Warning
69.65,0.382,34782.3,122,6,31.49,Healthy
73.66,5.065,13641.7,254,13,45.0,Critical
100.11,3.7062,18214.9,341,14,52.19,Critical
86.73,1.2601,28474.0,19,8,35.58,Warning
46.5,10.2068,17895.5,270,1,38.28,Warning
68.72,2.7459,47293.6,206,4,48.39,Critical
88.78,1.3707,9124.9,325,2,35.83,Warning
62.23,0.2264,33741.8,188,0,31.76,Healthy
80.36,4.0043,17892.5,40,6,32.26,Healthy
40.9,6.843,21243.9,292,9,42.92,Critical
66.17,2.4829,7326.2,89,3,20.01,Healthy
76.65,2.731,16916.3,293,7,38.5,Warning
85.89,5.378,3510.9,93,1,33.91,Warning
67.76,0.7442,17592.2,171,11,31.21,Healthy
88.9,3.1723,8586.3,364,3,41.45,Warning
52.66,3.1687,8085.0,266,13,32.36,Healthy
72.2,2.935,28912.1,278,0,31.31,Healthy
77.76,1.7404,4832.7,342,8,36.11,Warning
51.42,1.1579,49150.3,337,14,52.35,Critical
94.39,7.9607,9508.0,193,13,48.48,Critical
79.38,7.6921,45023.4,269,2,53.4,Critical
58.39,2.7682,7791.1,343,9,28.23,Healthy
83.3,3.7609,49241.1,129,14,52.72,Critical
62.44,0.8195,25255.6,250,1,32.48,Healthy
65.22,0.0892,8133.1,34,1,21.83,Healthy
54.43,0.2978,40083.6,165,9,34.86,Warning
69.57,6.914,11368.0,352,2,38.34,Warning
42.01,2.1126,30341.5,47,13,28.42,Healthy
78.23,1.552,16799.7,167,14,36.23,Warning
102.78,1.6347,33713.7,197,9,51.96,Critical
68.31,3.0603,21925.2,147,8,34.93,Warning
40.42,0.9304,19586.6,26,4,21.07,Healthy
67.8,8.7514,30848.7,46,9,39.86,Warning
73.95,8.462,47666.6,203,8,56.38,Critical
77.28,0.0443,28629.7,80,3,26.56,Healthy
74.01,5.208,42281.8,187,14,53.22,Critical
97.83,5.6661,25840.9,351,4,56.23,Critical
72.17,2.5502,43670.9,69,0,37.78,Warning
69.05,2.317,48359.2,98,3,37.4,Warning
80.23,0.8925,23878.1,49,6,32.38,Healthy
81.67,0.2091,24985.1,30,12,33.47,Healthy
71.79,0.2512,15535.0,129,7,30.07,Healthy
71.34,1.529,30077.7,355,1,39.43,Warning
65.22,5.1834,15938.8,162,13,33.92,Warning
85.94,0.3133,46266.9,330,1,45.79,Critical
51.67,4.155,44266.2,34,2,29.95,Healthy
76.75,1.1729,48979.7,262,11,46.39,Critical
88.31,1.8665,31647.4,81,3,35.11,Warning
74.15,0.7783,20185.7,208,6,33.8,Healthy
48.86,0.5984,14861.4,190,2,20.71,Healthy
72.53,2.2534,30329.4,221,14,52.0,Critical
85.9,1.1871,20604.6,277,10,42.85,Critical
78.41,0.6417,2369.8,327,12,40.0,Warning
58.73,1.8723,12199.6,153,11,27.16,Healthy
109.28,3.891,6051.9,114,11,37.84,Warning
88.96,7.8015,48832.6,70,4,46.97,Critical
77.29,1.7132,13893.4,25,0,19.21,Healthy
116.59,0.5234,49413.7,228,12,59.35,Critical
70.61,1.1504,7854.3,156,7,26.21,Healthy
52.32,3.2542,8791.3,293,9,30.48,Healthy
72.49,4.1967,16653.3,51,14,32.19,Healthy
76.01,0.215,12794.1,146,0,25.34,Healthy
51.4,4.8231,45559.6,189,2,39.9,Warning
85.37,2.9847,16928.9,36,4,30.9,Healthy
89.78,0.5137,5822.2,351,7,38.84,Warning
53.65,0.1752,21995.5,219,10,35.78,Warning
65.23,0.167,7858.3,333,10,27.97,Healthy
56.61,2.5637,19610.4,121,1,26.09,Healthy
55.42,1.9202,28729.0,226,4,28.0,Healthy
81.6,1.0866,18389.7,4,0,26.1,Healthy
76.35,1.9067,21379.7,335,5,41.56,Warning
71.68,1.4622,25172.6,356,1,38.98,Warning
79.62,2.5671,46534.6,269,7,50.56,Critical
69.17,0.2772,9658.1,25,12,24.58,Healthy
65.21,1.765,31892.4,279,9,36.09,Warning
69.0,1.4021,17050.7,264,5,32.35,Healthy
71.25,3.6984,10774.0,28,1,19.37,Healthy
75.27,0.6553,23502.4,261,7,38.86,Warning
82.67,4.223,15383.1,182,11,37.36,Warning
63.99,1.031,18655.7,259,11,33.08,Healthy
70.59,4.4088,25481.4,335,13,50.38,Critical
66.35,2.712,28714.3,332,9,45.64,Critical
65.6,1.7026,20365.0,346,9,40.01,Warning
86.85,5.1809,21317.5,280,3,43.38,Critical
64.35,1.8094,27568.6,357,1,41.97,Warning
72.66,0.1905,39824.5,45,10,36.59,Warning
59.66,1.1023,15861.2,231,11,32.78,Healthy
85.55,3.3734,20503.4,297,6,43.91,Critical
91.52,0.5478,36017.4,189,3,44.29,Critical
77.54,0.4854,22362.3,154,4,29.24,Healthy
104.05,0.1998,30066.5,57,12,47.82,Critical
43.37,1.1163,49026.5,113,4,37.77,Warning
64.59,2.0553,25798.6,126,3,28.13,Healthy
84.83,1.9941,25080.3,279,6,45.06,Critical
51.62,7.8094,27171.3,329,13,55.07,Critical
72.47,3.0141,49464.0,20,5,41.03,Warning
76.07,3.4633,30459.4,145,8,37.36,Warning
71.26,0.4513,25932.8,73,9,29.87,Healthy
74.32,2.66,44551.8,19,0,33.85,Healthy
87.74,0.0771,43713.6,179,8,49.6,Critical
91.25,9.5687,25212.6,201,6,47.14,Critical
53.83,9.1517,39922.0,160,9,46.48,Critical
55.16,2.0041,16165.7,311,8,30.58,Healthy
81.66,3.5416,25330.7,343,2,45.11,Critical
57.35,17.0365,34371.4,51,9,47.87,Critical
103.66,1.3416,19041.5,69,1,29.08,Healthy
73.45,0.8848,22536.5,129,0,32.12,Healthy
78.46,2.3267,35321.2,249,5,39.61,Warning
72.35,5.0452,37917.4,182,5,45.47,Critical
69.48,3.6421,678.9,178,6,28.67,Healthy
64.01,0.2221,39057.4,29,6,28.98,Healthy
100.32,1.3453,12944.5,19,8,30.9,Healthy
80.47,1.8066,42886.1,344,5,53.33,Critical
44.74,0.2542,33596.1,263,0,25.01,Healthy
65.45,3.2701,17308.3,220,10,33.45,Healthy
82.96,4.5088,32306.4,4,13,39.89,Warning
81.3,5.0798,47692.3,282,2,56.54,Critical
93.42,2.5969,35165.7,362,9,49.9,Critical
79.03,0.6949,40855.1,207,4,42.64,Critical
71.18,0.0566,5229.8,162,7,27.67,Healthy
72.38,4.387,46861.9,287,7,57.08,Critical
79.37,4.2958,16943.1,144,3,34.14,Warning
83.16,1.8699,18921.1,235,8,40.87,Warning
65.4,12.4984,37958.1,188,7,50.87,Critical
70.11,6.8683,19171.5,211,14,42.77,Critical
83.54,1.68,5949.4,38,9,26.61,Healthy
77.16,0.4308,33266.2,308,8,42.46,Critical
73.43,5.0237,4145.3,249,3,31.36,Healthy
87.59,0.8485,13853.4,308,14,46.68,Critical
63.88,3.8464,25405.1,352,13,49.56,Critical
84.07,0.8167,35935.3,324,6,42.77,Critical
93.35,3.6752,48479.2,247,7,54.42,Critical
74.89,0.1281,14315.6,83,6,30.31,Healthy
73.65,2.9143,21645.4,103,3,29.48,Healthy
59.14,5.3124,44829.2,310,13,54.73,Critical
69.5,0.9637,375.4,31,13,22.37,Healthy
65.08,6.5459,18220.9,93,9,39.7,Warning
90.0,2.2603,33652.4,153,2,44.41,Critical
71.09,7.324,14412.2,18,12,35.5,Warning
70.73,10.9205,6907.0,112,8,35.04,Warning
91.21,3.0412,23316.1,10,3,32.69,Healthy
73.84,0.5979,42977.5,258,4,44.06,Critical
83.28,3.1681,43076.8,364,6,56.57,Critical
69.61,3.9465,23289.3,31,7,29.12,Healthy
80.8,1.5027,23451.7,164,14,39.78,Warning
72.36,7.3676,26668.2,69,12,36.53,Warning
94.29,3.7682,25338.5,107,8,41.48,Warning
78.48,3.9665,43464.1,288,13,53.49,Critical
53.94,1.0289,48409.5,208,3,38.89,Warning
67.69,1.0533,11383.5,52,4,18.5,Healthy
56.05,0.7728,41610.6,288,13,51.82,Critical
83.09,4.6758,2230.0,326,1,31.79,Healthy
86.8,7.7751,37290.9,196,11,59.44,Critical
78.86,0.167,12217.0,293,4,37.18,Warning
67.42,13.1173,43377.7,226,0,57.08,Critical
57.92,2.5302,28021.9,112,11,38.39,Warning
74.31,10.3443,44154.9,204,0,52.33,Critical
65.0,0.2722,1660.7,34,3,8.64,Healthy
88.95,0.9882,47193.4,168,10,48.85,Critical
69.15,2.4472,21066.9,204,12,39.08,Warning
81.85,15.9417,15534.6,89,4,42.5,Critical
67.8,0.828,33024.2,155,1,33.13,Healthy
91.41,6.911,38441.9,318,5,58.24,Critical
59.76,0.3313,45876.6,67,2,30.35,Healthy
69.68,2.062,4643.8,263,11,31.56,Healthy
83.7,2.4672,34527.7,134,6,42.91,Critical
100.14,5.3291,28468.6,206,10,51.73,Critical
53.53,3.3566,41386.4,169,13,42.36,Critical
55.93,1.615,16691.4,327,9,31.32,Healthy
82.05,1.4691,40036.3,91,10,41.18,Warning
98.69,1.7946,1761.4,299,1,36.32,Warning
87.6,1.55,26036.6,95,11,37.36,Warning
85.75,2.5938,10542.3,49,2,28.38,Healthy
59.0,5.889,41376.7,211,3,47.36,Critical
78.93,2.3046,47718.8,357,10,57.56,Critical
82.67,0.4568,35035.8,205,0,37.19,Warning
78.19,2.0526,41103.7,263,4,46.63,Critical
79.57,4.1309,9463.3,91,14,35.32,Warning
86.31,2.1868,9421.9,312,14,40.6,Warning
38.47,2.2636,22710.2,342,11,40.03,Warning
44.44,9.2083,5476.5,55,3,20.61,Healthy
57.16,1.6765,5371.9,10,7,18.01,Healthy
76.3,7.7207,40161.2,104,8,51.06,Critical
69.16,4.7087,16899.2,88,1,25.43,Healthy
55.0,1.5503,11595.0,357,6,35.53,Warning
99.3,0.428,37769.7,12,2,34.4,Warning
71.89,0.4928,15600.3,107,8,29.54,Healthy
77.95,0.5057,28296.4,254,3,40.72,Warning
89.01,1.4486,46641.6,107,14,53.07,Critical
106.95,2.6718,48732.3,321,1,51.0,Critical
74.11,0.4122,35934.2,48,3,30.98,Healthy
77.78,1.5694,5121.1,78,2,25.6,Healthy
56.32,2.5745,29871.0,95,1,32.27,Healthy
74.28,0.3196,25922.6,263,2,36.94,Warning
